before_image_id,after_image_id,pair_type,before_soma_area_mean,before_circularity_mean,before_neurite_length,before_branch_count,before_neurite_density,after_soma_area_mean,after_circularity_mean,after_neurite_length,after_branch_count,after_neurite_density,delta_soma_area_mean,delta_circularity_mean,delta_neurite_length,delta_branch_count,delta_neurite_density,dish,label,is_synthetic
d3_t00_ph100,d3_t06_h438,real_longitudinal,1285.0,0.21920875721170138,317,47,0.12334630350194553,237.75,0.508592739147725,232,18,0.12197686645636173,-1047.25,0.28938398193602355,-85.0,-29.0,-0.0013694370455838017,3,6.0,False
d3_t00_ph101,d3_t06_ph429,real_longitudinal,1117.3333333333333,0.2821534518922347,402,51,0.11992840095465394,459.1666666666667,0.41628449936050166,346,20,0.12558983666061707,-658.1666666666665,0.13413104746826698,-56.0,-31.0,0.005661435705963128,3,6.0,False
d3_t00_ph102,d3_t06_ph439,real_longitudinal,4115.0,0.4008941394130501,183,21,0.04447144592952612,555.75,0.25168569078544395,331,11,0.148897885739991,-3559.25,-0.14920844862760613,148.0,-10.0,0.10442643981046487,3,6.0,False
d3_t00_ph103,d3_t06_ph432,real_longitudinal,532.6,0.31436655255810386,425,45,0.15959444235824258,273.85714285714283,0.44449906976506603,294,34,0.15336463223787167,-258.7428571428572,0.13013251720696217,-131.0,-11.0,-0.00622981012037091,3,6.0,False
d3_t00_ph104,d3_t06_ph436,real_longitudinal,1335.0,0.453167279036768,328,29,0.0818976279650437,644.0,0.3269148355349785,227,12,0.11749482401656315,-691.0,-0.1262524435017895,-101.0,-17.0,0.03559719605151945,3,6.0,False
d3_t00_ph105,d3_t06_ph432,real_longitudinal,3310.0,0.2843447326705118,231,36,0.06978851963746223,273.85714285714283,0.44449906976506603,294,34,0.15336463223787167,-3036.1428571428573,0.16015433709455423,63.0,-2.0,0.08357611260040944,3,6.0,False
d3_t00_ph106,d3_t06_ph428,real_longitudinal,317.5,0.3182655227201472,392,25,0.15433070866141732,353.0,0.41611717048852537,277,17,0.1307837582625118,35.5,0.09785164776837818,-115.0,-8.0,-0.02354695039890553,3,6.0,False
d3_t00_ph107,d3_t06_ph431,real_longitudinal,2189.0,0.15451476998727992,455,37,0.10392873458200091,600.3333333333334,0.26253492111971116,230,3,0.12770682953914492,-1588.6666666666665,0.10802015113243124,-225.0,-34.0,0.023778094957144003,3,6.0,False
d3_t00_ph108,d3_t06_ph427,real_longitudinal,2076.0,0.21581342899213463,313,31,0.07538535645472062,842.3333333333334,0.16542525254453844,336,29,0.1329639889196676,-1233.6666666666665,-0.05038817644759619,23.0,-2.0,0.057578632464946974,3,6.0,False
d3_t00_ph109,d3_t06_ph437,real_longitudinal,1286.6666666666667,0.2751449973507236,419,24,0.10854922279792746,397.0,0.37973079395988785,190,11,0.11964735516372796,-889.6666666666667,0.10458579660916423,-229.0,-13.0,0.011098132365800498,3,6.0,False
d3_t00_ph074,d3_t08_ph549,real_longitudinal,3690.0,0.16385045755879385,300,30,0.08130081300813008,560.0,0.4011830146088835,372,20,0.13285714285714287,-3130.0,0.23733255705008965,72.0,-10.0,0.05155632984901279,3,8.0,False
d3_t00_ph075,d3_t08_ph555,real_longitudinal,2019.5,0.4601934601789572,180,30,0.04456548650656103,542.8,0.29173571025017037,379,3,0.13964627855563744,-1476.7,-0.16845774992878682,199.0,-27.0,0.0950807920490764,3,8.0,False
d3_t00_ph076,d3_t08_ph571,real_longitudinal,4884.0,0.34113249055883205,333,49,0.06818181818181818,336.5,0.32477379597619055,355,19,0.17582961862308075,-4547.5,-0.016358694582641498,22.0,-30.0,0.10764780044126257,3,8.0,False
d3_t00_ph077,d3_t08_ph560,real_longitudinal,2286.0,0.2560397763393123,399,43,0.08727034120734908,649.5,0.26101233264197643,377,31,0.14511162432640493,-1636.5,0.004972556302664133,-22.0,-12.0,0.05784128311905584,3,8.0,False
d3_t00_ph078,d3_t08_ph557,real_longitudinal,3057.0,0.5166902760882495,143,16,0.046777886817140985,327.5,0.3530044152832415,299,7,0.15216284987277354,-2729.5,-0.16368586080500797,156.0,-9.0,0.10538496305563255,3,8.0,False
d3_t00_ph079,d3_t08_ph559,real_longitudinal,1764.0,0.44223805125025306,206,31,0.05839002267573696,373.7142857142857,0.4179265545051169,365,21,0.13952599388379205,-1390.2857142857142,-0.024311496745136163,159.0,-10.0,0.0811359712080551,3,8.0,False
d3_t00_ph080,d3_t08_ph566,real_longitudinal,1355.3333333333333,0.20863090355594902,505,56,0.12420068863748156,462.5,0.25503709285731024,324,27,0.17513513513513512,-892.8333333333333,0.04640618930136123,-181.0,-29.0,0.050934446497653565,3,8.0,False
d3_t00_ph081,d3_t08_ph551,real_longitudinal,634.1666666666666,0.24554642111143313,661,73,0.17371879106438895,335.5,0.3337113374545356,298,14,0.14803775459513163,-298.66666666666663,0.08816491634310245,-363.0,-59.0,-0.025681036469257318,3,8.0,False
d3_t00_ph082,d3_t08_ph562,real_longitudinal,3212.0,0.23798432117360746,215,29,0.06693648816936489,389.55555555555554,0.3349130177401558,439,22,0.12521391899600684,-2822.4444444444443,0.09692869656654834,224.0,-7.0,0.058277430826641954,3,8.0,False
d3_t00_ph083,d3_t08_ph568,real_longitudinal,3967.0,0.087803509047757,389,50,0.09805898663977818,849.75,0.18964667495934684,491,32,0.14445425125036776,-3117.25,0.10184316591158984,102.0,-18.0,0.046395264610589584,3,8.0,False
d3_t00_ph084,d3_t08_ph560,real_longitudinal,2369.0,0.37626394569802,329,60,0.06943858168003376,649.5,0.26101233264197643,377,31,0.14511162432640493,-1719.5,-0.11525161305604359,48.0,-29.0,0.07567304264637116,3,8.0,False
d3_t00_ph085,d3_t08_ph557,real_longitudinal,1998.5,0.17700851169963872,378,40,0.09457092819614711,327.5,0.3530044152832415,299,7,0.15216284987277354,-1671.0,0.1759959035836028,-79.0,-33.0,0.057591921676626426,3,8.0,False
d3_t00_ph086,d3_t08_ph548,real_longitudinal,4348.0,0.12124357425376672,301,26,0.06922723091076358,300.75,0.4617115090783337,172,17,0.142975893599335,-4047.25,0.34046793482456694,-129.0,-9.0,0.07374866268857141,3,8.0,False
d3_t00_ph087,d3_t08_ph551,real_longitudinal,2126.5,0.23739356729743938,357,37,0.08394074770750058,335.5,0.3337113374545356,298,14,0.14803775459513163,-1791.0,0.0963177701570962,-59.0,-23.0,0.06409700688763105,3,8.0,False
d3_t00_ph088,d3_t08_ph570,real_longitudinal,3613.0,0.17588781042647125,261,24,0.07223913645170219,360.14285714285717,0.3645380212196172,316,15,0.12534708449028165,-3252.8571428571427,0.18865021079314595,55.0,-9.0,0.05310794803857946,3,8.0,False
d3_t00_ph089,d3_t08_ph559,real_longitudinal,2200.0,0.12425079600481502,541,74,0.12295454545454546,373.7142857142857,0.4179265545051169,365,21,0.13952599388379205,-1826.2857142857142,0.29367575850030186,-176.0,-53.0,0.0165714484292466,3,8.0,False
d3_t00_ph090,d3_t08_ph553,real_longitudinal,3145.0,0.13439441973879337,260,20,0.08267090620031796,412.57142857142856,0.3118328779272671,428,18,0.1481994459833795,-2732.4285714285716,0.17743845818847373,168.0,-2.0,0.06552853978306154,3,8.0,False
d3_t00_ph091,d3_t08_ph556,real_longitudinal,353.125,0.451961698385795,368,27,0.1302654867256637,538.8333333333334,0.35832970355347554,415,25,0.1283637488400866,185.70833333333337,-0.09363199483231943,47.0,-2.0,-0.0019017378855770983,3,8.0,False
d3_t00_ph092,d3_t08_ph560,real_longitudinal,1928.0,0.28341429882527974,292,50,0.07572614107883817,649.5,0.26101233264197643,377,31,0.14511162432640493,-1278.5,-0.022401966183303312,85.0,-19.0,0.06938548324756676,3,8.0,False
d3_t00_ph093,d3_t08_ph559,real_longitudinal,1696.5,0.45628156382259377,196,31,0.05776598880047156,373.7142857142857,0.4179265545051169,365,21,0.13952599388379205,-1322.7857142857142,-0.038355009317476874,169.0,-10.0,0.08176000508332049,3,8.0,False
d3_t00_ph094,d3_t08_ph563,real_longitudinal,3606.0,0.17499620359361176,316,55,0.08763172490293955,289.2857142857143,0.3563285470163246,335,43,0.1654320987654321,-3316.714285714286,0.18133234342271284,19.0,-12.0,0.07780037386249256,3,8.0,False
d3_t00_ph095,d3_t08_ph551,real_longitudinal,1313.3333333333333,0.26199044450395065,431,32,0.10939086294416243,335.5,0.3337113374545356,298,14,0.14803775459513163,-977.8333333333333,0.07172089295058492,-133.0,-18.0,0.0386468916509692,3,8.0,False
d3_t00_ph096,d3_t08_ph562,real_longitudinal,682.25,0.49456553672785075,270,25,0.09893733968486625,389.55555555555554,0.3349130177401558,439,22,0.12521391899600684,-292.69444444444446,-0.15965251898769495,169.0,-3.0,0.026276579311140594,3,8.0,False
d3_t00_ph097,d3_t08_ph556,real_longitudinal,3063.0,0.3254320686227424,167,25,0.05452171074110349,538.8333333333334,0.35832970355347554,415,25,0.1283637488400866,-2524.1666666666665,0.032897634930733166,248.0,0.0,0.07384203809898313,3,8.0,False
d3_t00_ph098,d3_t08_ph570,real_longitudinal,2120.5,0.29886474539988217,342,70,0.08064135817024287,360.14285714285717,0.3645380212196172,316,15,0.12534708449028165,-1760.357142857143,0.06567327581973503,-26.0,-55.0,0.044705726320038774,3,8.0,False
d3_t00_ph099,d3_t08_ph549,real_longitudinal,3283.0,0.17587398470046972,256,35,0.07797745964057265,560.0,0.4011830146088835,372,20,0.13285714285714287,-2723.0,0.22530902990841378,116.0,-15.0,0.05487968321657022,3,8.0,False
d3_t00_ph100,d3_t08_ph549,real_longitudinal,1285.0,0.21920875721170138,317,47,0.12334630350194553,560.0,0.4011830146088835,372,20,0.13285714285714287,-725.0,0.18197425739718212,55.0,-27.0,0.009510839355197337,3,8.0,False
d3_t00_ph101,d3_t08_ph557,real_longitudinal,1117.3333333333333,0.2821534518922347,402,51,0.11992840095465394,327.5,0.3530044152832415,299,7,0.15216284987277354,-789.8333333333333,0.07085096339100683,-103.0,-44.0,0.03223444891811959,3,8.0,False
d3_t00_ph102,d3_t08_ph558,real_longitudinal,4115.0,0.4008941394130501,183,21,0.04447144592952612,364.0,0.3500676899080483,261,4,0.1434065934065934,-3751.0,-0.05082644950500176,78.0,-17.0,0.09893514747706728,3,8.0,False
d3_t00_ph103,d3_t08_ph563,real_longitudinal,532.6,0.31436655255810386,425,45,0.15959444235824258,289.2857142857143,0.3563285470163246,335,43,0.1654320987654321,-243.31428571428575,0.04196199445822074,-90.0,-2.0,0.005837656407189529,3,8.0,False
d3_t00_ph104,d3_t08_ph555,real_longitudinal,1335.0,0.453167279036768,328,29,0.0818976279650437,542.8,0.29173571025017037,379,3,0.13964627855563744,-792.2,-0.16143156878659765,51.0,-26.0,0.05774865059059374,3,8.0,False
d3_t00_ph105,d3_t08_ph569,real_longitudinal,3310.0,0.2843447326705118,231,36,0.06978851963746223,621.0,0.4179663975837659,451,15,0.14524959742351046,-2689.0,0.1336216649132541,220.0,-21.0,0.07546107778604823,3,8.0,False
d3_t00_ph106,d3_t08_ph557,real_longitudinal,317.5,0.3182655227201472,392,25,0.15433070866141732,327.5,0.3530044152832415,299,7,0.15216284987277354,10.0,0.034738892563094315,-93.0,-18.0,-0.002167858788643784,3,8.0,False
d3_t00_ph107,d3_t08_ph548,real_longitudinal,2189.0,0.15451476998727992,455,37,0.10392873458200091,300.75,0.4617115090783337,172,17,0.142975893599335,-1888.25,0.30719673909105377,-283.0,-20.0,0.03904715901733408,3,8.0,False
d3_t00_ph108,d3_t08_ph548,real_longitudinal,2076.0,0.21581342899213463,313,31,0.07538535645472062,300.75,0.4617115090783337,172,17,0.142975893599335,-1775.25,0.24589808008619907,-141.0,-14.0,0.06759053714461437,3,8.0,False
d3_t00_ph109,d3_t08_ph571,real_longitudinal,1286.6666666666667,0.2751449973507236,419,24,0.10854922279792746,336.5,0.32477379597619055,355,19,0.17582961862308075,-950.1666666666667,0.04962879862546693,-64.0,-5.0,0.06728039582515329,3,8.0,False
d3_t00_ph074,d3_t10_ph684,real_longitudinal,3690.0,0.16385045755879385,300,30,0.08130081300813008,513.6666666666666,0.27379287348602577,440,28,0.1427644386761843,-3176.3333333333335,0.10994241592723192,140.0,-2.0,0.06146362566805422,3,10.0,False
d3_t00_ph075,d3_t10_ph700,real_longitudinal,2019.5,0.4601934601789572,180,30,0.04456548650656103,213.88888888888889,0.33379906831433515,327,7,0.16987012987012987,-1805.611111111111,-0.12639439186462204,147.0,-23.0,0.12530464336356884,3,10.0,False
d3_t00_ph076,d3_t10_ph687,real_longitudinal,4884.0,0.34113249055883205,333,49,0.06818181818181818,364.5,0.4403239145657082,376,31,0.1289437585733882,-4519.5,0.09919142400687614,43.0,-18.0,0.06076194039157001,3,10.0,False
d3_t00_ph077,d3_t10_ph683,real_longitudinal,2286.0,0.2560397763393123,399,43,0.08727034120734908,367.0,0.2425208128788658,495,56,0.1685967302452316,-1919.0,-0.01351896346044651,96.0,13.0,0.08132638903788253,3,10.0,False
d3_t00_ph078,d3_t10_ph687,real_longitudinal,3057.0,0.5166902760882495,143,16,0.046777886817140985,364.5,0.4403239145657082,376,31,0.1289437585733882,-2692.5,-0.07636636152254128,233.0,15.0,0.0821658717562472,3,10.0,False
d3_t00_ph079,d3_t10_ph693,real_longitudinal,1764.0,0.44223805125025306,206,31,0.05839002267573696,289.77777777777777,0.45081256330222963,400,37,0.15337423312883436,-1474.2222222222222,0.008574512051976568,194.0,6.0,0.0949842104530974,3,10.0,False
d3_t00_ph080,d3_t10_ph690,real_longitudinal,1355.3333333333333,0.20863090355594902,505,56,0.12420068863748156,480.0,0.3484851912527991,406,39,0.14097222222222222,-875.3333333333333,0.13985428769685007,-99.0,-17.0,0.016771533584740664,3,10.0,False
d3_t00_ph081,d3_t10_ph696,real_longitudinal,634.1666666666666,0.24554642111143313,661,73,0.17371879106438895,485.8,0.5872718851484582,201,6,0.08275010292301359,-148.36666666666662,0.3417254640370251,-460.0,-67.0,-0.09096868814137536,3,10.0,False
d3_t00_ph082,d3_t10_ph693,real_longitudinal,3212.0,0.23798432117360746,215,29,0.06693648816936489,289.77777777777777,0.45081256330222963,400,37,0.15337423312883436,-2922.222222222222,0.21282824212862217,185.0,8.0,0.08643774495946947,3,10.0,False
d3_t00_ph083,d3_t10_ph689,real_longitudinal,3967.0,0.087803509047757,389,50,0.09805898663977818,1375.3333333333333,0.2896026561867024,390,29,0.09452253999030538,-2591.666666666667,0.2017991471389454,1.0,-21.0,-0.0035364466494727936,3,10.0,False
d3_t00_ph084,d3_t10_ph694,real_longitudinal,2369.0,0.37626394569802,329,60,0.06943858168003376,310.57142857142856,0.36574571520071425,325,10,0.14949402023919042,-2058.4285714285716,-0.01051823049730577,-4.0,-50.0,0.08005543855915666,3,10.0,False
d3_t00_ph085,d3_t10_ph700,real_longitudinal,1998.5,0.17700851169963872,378,40,0.09457092819614711,213.88888888888889,0.33379906831433515,327,7,0.16987012987012987,-1784.611111111111,0.15679055661469643,-51.0,-33.0,0.07529920167398275,3,10.0,False
d3_t00_ph086,d3_t10_ph689,real_longitudinal,4348.0,0.12124357425376672,301,26,0.06922723091076358,1375.3333333333333,0.2896026561867024,390,29,0.09452253999030538,-2972.666666666667,0.16835908193293567,89.0,3.0,0.025295309079541806,3,10.0,False
d3_t00_ph087,d3_t10_ph684,real_longitudinal,2126.5,0.23739356729743938,357,37,0.08394074770750058,513.6666666666666,0.27379287348602577,440,28,0.1427644386761843,-1612.8333333333335,0.03639930618858639,83.0,-9.0,0.058823690968683714,3,10.0,False
d3_t00_ph088,d3_t10_ph689,real_longitudinal,3613.0,0.17588781042647125,261,24,0.07223913645170219,1375.3333333333333,0.2896026561867024,390,29,0.09452253999030538,-2237.666666666667,0.11371484576023114,129.0,5.0,0.022283403538603197,3,10.0,False
d3_t00_ph089,d3_t10_ph697,real_longitudinal,2200.0,0.12425079600481502,541,74,0.12295454545454546,283.375,0.36678582395107184,364,22,0.16056462284958095,-1916.625,0.2425350279462568,-177.0,-52.0,0.037610077395035496,3,10.0,False
d3_t00_ph090,d3_t10_ph686,real_longitudinal,3145.0,0.13439441973879337,260,20,0.08267090620031796,547.0,0.44557554644895986,427,37,0.15612431444241318,-2598.0,0.3111811267101665,167.0,17.0,0.07345340824209522,3,10.0,False
d3_t00_ph091,d3_t10_ph700,real_longitudinal,353.125,0.451961698385795,368,27,0.1302654867256637,213.88888888888889,0.33379906831433515,327,7,0.16987012987012987,-139.23611111111111,-0.11816263007145983,-41.0,-20.0,0.039604643144466156,3,10.0,False
d3_t00_ph092,d3_t10_ph693,real_longitudinal,1928.0,0.28341429882527974,292,50,0.07572614107883817,289.77777777777777,0.45081256330222963,400,37,0.15337423312883436,-1638.2222222222222,0.1673982644769499,108.0,-13.0,0.07764809204999619,3,10.0,False
d3_t00_ph093,d3_t10_ph693,real_longitudinal,1696.5,0.45628156382259377,196,31,0.05776598880047156,289.77777777777777,0.45081256330222963,400,37,0.15337423312883436,-1406.7222222222222,-0.005469000520364142,204.0,6.0,0.09560824432836279,3,10.0,False
d3_t00_ph094,d3_t10_ph688,real_longitudinal,3606.0,0.17499620359361176,316,55,0.08763172490293955,355.3333333333333,0.37046622156466197,473,30,0.1479049405878674,-3250.6666666666665,0.1954700179710502,157.0,-25.0,0.060273215684927856,3,10.0,False
d3_t00_ph095,d3_t10_ph699,real_longitudinal,1313.3333333333333,0.26199044450395065,431,32,0.10939086294416243,311.6666666666667,0.4074487576533033,264,28,0.1411764705882353,-1001.6666666666665,0.14545831314935265,-167.0,-4.0,0.03178560764407286,3,10.0,False
d3_t00_ph096,d3_t10_ph682,real_longitudinal,682.25,0.49456553672785075,270,25,0.09893733968486625,356.2857142857143,0.287040813617044,445,9,0.1784282277465918,-325.9642857142857,-0.20752472311080677,175.0,-16.0,0.07949088806172556,3,10.0,False
d3_t00_ph097,d3_t10_ph687,real_longitudinal,3063.0,0.3254320686227424,167,25,0.05452171074110349,364.5,0.4403239145657082,376,31,0.1289437585733882,-2698.5,0.11489184594296581,209.0,6.0,0.0744220478322847,3,10.0,False
d3_t00_ph098,d3_t10_ph689,real_longitudinal,2120.5,0.29886474539988217,342,70,0.08064135817024287,1375.3333333333333,0.2896026561867024,390,29,0.09452253999030538,-745.1666666666667,-0.00926208921317978,48.0,-41.0,0.01388118182006251,3,10.0,False
d3_t00_ph099,d3_t10_ph691,real_longitudinal,3283.0,0.17587398470046972,256,35,0.07797745964057265,901.25,0.26025986022118414,401,30,0.11123439667128987,-2381.75,0.08438587552071442,145.0,-5.0,0.03325693703071722,3,10.0,False
d3_t00_ph100,d3_t10_ph691,real_longitudinal,1285.0,0.21920875721170138,317,47,0.12334630350194553,901.25,0.26025986022118414,401,30,0.11123439667128987,-383.75,0.04105110300948275,84.0,-17.0,-0.012111906830655661,3,10.0,False
d3_t00_ph101,d3_t10_ph684,real_longitudinal,1117.3333333333333,0.2821534518922347,402,51,0.11992840095465394,513.6666666666666,0.27379287348602577,440,28,0.1427644386761843,-603.6666666666666,-0.008360578406208907,38.0,-23.0,0.022836037721530353,3,10.0,False
d3_t00_ph102,d3_t10_ph686,real_longitudinal,4115.0,0.4008941394130501,183,21,0.04447144592952612,547.0,0.44557554644895986,427,37,0.15612431444241318,-3568.0,0.04468140703590978,244.0,16.0,0.11165286851288705,3,10.0,False
d3_t00_ph103,d3_t10_ph683,real_longitudinal,532.6,0.31436655255810386,425,45,0.15959444235824258,367.0,0.2425208128788658,495,56,0.1685967302452316,-165.60000000000002,-0.07184573967923807,70.0,11.0,0.009002287886989035,3,10.0,False
d3_t00_ph104,d3_t10_ph692,real_longitudinal,1335.0,0.453167279036768,328,29,0.0818976279650437,725.75,0.3013491877352442,322,24,0.11091973820186014,-609.25,-0.1518180913015238,-6.0,-5.0,0.029022110236816445,3,10.0,False
d3_t00_ph105,d3_t10_ph688,real_longitudinal,3310.0,0.2843447326705118,231,36,0.06978851963746223,355.3333333333333,0.37046622156466197,473,30,0.1479049405878674,-2954.6666666666665,0.08612148889415017,242.0,-6.0,0.07811642095040518,3,10.0,False
d3_t00_ph106,d3_t10_ph692,real_longitudinal,317.5,0.3182655227201472,392,25,0.15433070866141732,725.75,0.3013491877352442,322,24,0.11091973820186014,408.25,-0.01691633498490297,-70.0,-1.0,-0.04341097045955718,3,10.0,False
d3_t00_ph107,d3_t10_ph693,real_longitudinal,2189.0,0.15451476998727992,455,37,0.10392873458200091,289.77777777777777,0.45081256330222963,400,37,0.15337423312883436,-1899.2222222222222,0.2962977933149497,-55.0,0.0,0.049445498546833444,3,10.0,False
d3_t00_ph108,d3_t10_ph695,real_longitudinal,2076.0,0.21581342899213463,313,31,0.07538535645472062,369.0,0.31255315622151353,293,44,0.15880758807588075,-1707.0,0.0967397272293789,-20.0,13.0,0.08342223162116012,3,10.0,False
d3_t00_ph109,d3_t10_ph692,real_longitudinal,1286.6666666666667,0.2751449973507236,419,24,0.10854922279792746,725.75,0.3013491877352442,322,24,0.11091973820186014,-560.9166666666667,0.026204190384520598,-97.0,0.0,0.0023705154039326826,3,10.0,False
d3_t00_ph074,d3_t12_ph832,real_longitudinal,3690.0,0.16385045755879385,300,30,0.08130081300813008,1093.3333333333333,0.2460333283585899,477,25,0.14542682926829267,-2596.666666666667,0.08218287079979605,177.0,-5.0,0.0641260162601626,3,12.0,False
d3_t00_ph075,d3_t12_ph830,real_longitudinal,2019.5,0.4601934601789572,180,30,0.04456548650656103,428.3333333333333,0.3398189219303231,368,21,0.1431906614785992,-1591.1666666666667,-0.12037453824863409,188.0,-9.0,0.09862517497203818,3,12.0,False
d3_t00_ph076,d3_t12_ph832,real_longitudinal,4884.0,0.34113249055883205,333,49,0.06818181818181818,1093.3333333333333,0.2460333283585899,477,25,0.14542682926829267,-3790.666666666667,-0.09509916220024214,144.0,-24.0,0.0772450110864745,3,12.0,False
d3_t00_ph077,d3_t12_ph831,real_longitudinal,2286.0,0.2560397763393123,399,43,0.08727034120734908,617.4,0.27416530196647837,463,20,0.14998380304502754,-1668.6,0.018125525627166073,64.0,-23.0,0.06271346183767845,3,12.0,False
d3_t00_ph078,d3_t12_ph823,real_longitudinal,3057.0,0.5166902760882495,143,16,0.046777886817140985,600.4,0.44635512213389744,347,39,0.11558960692871419,-2456.6,-0.07033515395435203,204.0,23.0,0.0688117201115732,3,12.0,False
d3_t00_ph079,d3_t12_ph822,real_longitudinal,1764.0,0.44223805125025306,206,31,0.05839002267573696,339.2,0.38205846184374065,216,11,0.12735849056603774,-1424.8,-0.06017958940651241,10.0,-20.0,0.06896846789030078,3,12.0,False
d3_t00_ph080,d3_t12_ph835,real_longitudinal,1355.3333333333333,0.20863090355594902,505,56,0.12420068863748156,594.5,0.21771704211770299,334,30,0.1404541631623213,-760.8333333333333,0.00908613856175397,-171.0,-26.0,0.01625347452483973,3,12.0,False
d3_t00_ph081,d3_t12_ph824,real_longitudinal,634.1666666666666,0.24554642111143313,661,73,0.17371879106438895,796.75,0.5814300098610548,241,17,0.07561970505177283,162.58333333333337,0.33588358874962165,-420.0,-56.0,-0.09809908601261612,3,12.0,False
d3_t00_ph082,d3_t12_ph829,real_longitudinal,3212.0,0.23798432117360746,215,29,0.06693648816936489,718.75,0.3465488983219082,379,48,0.13182608695652173,-2493.25,0.10856457714830076,164.0,19.0,0.06488959878715685,3,12.0,False
d3_t00_ph083,d3_t12_ph820,real_longitudinal,3967.0,0.087803509047757,389,50,0.09805898663977818,454.42857142857144,0.40268531477341213,497,47,0.1562401760452688,-3512.5714285714284,0.31488180572565516,108.0,-3.0,0.05818118940549062,3,12.0,False
d3_t00_ph084,d3_t12_ph826,real_longitudinal,2369.0,0.37626394569802,329,60,0.06943858168003376,306.44444444444446,0.38436544330814504,452,39,0.16388687454677303,-2062.5555555555557,0.008101497610125019,123.0,-21.0,0.09444829286673927,3,12.0,False
d3_t00_ph085,d3_t12_ph829,real_longitudinal,1998.5,0.17700851169963872,378,40,0.09457092819614711,718.75,0.3465488983219082,379,48,0.13182608695652173,-1279.75,0.1695403866222695,1.0,8.0,0.03725515876037462,3,12.0,False
d3_t00_ph086,d3_t12_ph831,real_longitudinal,4348.0,0.12124357425376672,301,26,0.06922723091076358,617.4,0.27416530196647837,463,20,0.14998380304502754,-3730.6,0.15292172771271165,162.0,-6.0,0.08075657213426396,3,12.0,False
d3_t00_ph087,d3_t12_ph829,real_longitudinal,2126.5,0.23739356729743938,357,37,0.08394074770750058,718.75,0.3465488983219082,379,48,0.13182608695652173,-1407.75,0.10915533102446884,22.0,11.0,0.04788533924902115,3,12.0,False
d3_t00_ph088,d3_t12_ph825,real_longitudinal,3613.0,0.17588781042647125,261,24,0.07223913645170219,512.1428571428571,0.29145119961113053,465,19,0.1297071129707113,-3100.857142857143,0.11556338918465928,204.0,-5.0,0.05746797651900912,3,12.0,False
d3_t00_ph089,d3_t12_ph840,real_longitudinal,2200.0,0.12425079600481502,541,74,0.12295454545454546,304.3333333333333,0.4044578787354394,395,26,0.14421321650237312,-1895.6666666666667,0.2802070827306244,-146.0,-48.0,0.021258671047827665,3,12.0,False
d3_t00_ph090,d3_t12_ph828,real_longitudinal,3145.0,0.13439441973879337,260,20,0.08267090620031796,460.14285714285717,0.22568081521692043,593,22,0.18410431542999067,-2684.8571428571427,0.09128639547812706,333.0,2.0,0.10143340922967271,3,12.0,False
d3_t00_ph091,d3_t12_ph836,real_longitudinal,353.125,0.451961698385795,368,27,0.1302654867256637,478.3333333333333,0.2726776551744574,389,19,0.13554006968641116,125.20833333333331,-0.17928404321133756,21.0,-8.0,0.005274582960747454,3,12.0,False
d3_t00_ph092,d3_t12_ph834,real_longitudinal,1928.0,0.28341429882527974,292,50,0.07572614107883817,625.0,0.2791004357848915,315,33,0.126,-1303.0,-0.004313863040388222,23.0,-17.0,0.05027385892116183,3,12.0,False
d3_t00_ph093,d3_t12_ph829,real_longitudinal,1696.5,0.45628156382259377,196,31,0.05776598880047156,718.75,0.3465488983219082,379,48,0.13182608695652173,-977.75,-0.10973266550068556,183.0,17.0,0.07406009815605016,3,12.0,False
d3_t00_ph094,d3_t12_ph838,real_longitudinal,3606.0,0.17499620359361176,316,55,0.08763172490293955,378.625,0.26622226730432974,473,22,0.15615714757345658,-3227.375,0.09122606371071798,157.0,-33.0,0.06852542267051703,3,12.0,False
d3_t00_ph095,d3_t12_ph819,real_longitudinal,1313.3333333333333,0.26199044450395065,431,32,0.10939086294416243,276.27272727272725,0.42767091678979524,440,36,0.1447844685751892,-1037.060606060606,0.1656804722858446,9.0,4.0,0.03539360563102677,3,12.0,False
d3_t00_ph096,d3_t12_ph839,real_longitudinal,682.25,0.49456553672785075,270,25,0.09893733968486625,768.0,0.3606558507840738,399,35,0.1298828125,85.75,-0.13390968594377695,129.0,10.0,0.030945472815133754,3,12.0,False
d3_t00_ph097,d3_t12_ph837,real_longitudinal,3063.0,0.3254320686227424,167,25,0.05452171074110349,530.3333333333334,0.28406875092283923,413,18,0.1297925832809554,-2532.6666666666665,-0.041363317699903146,246.0,-7.0,0.0752708725398519,3,12.0,False
d3_t00_ph098,d3_t12_ph828,real_longitudinal,2120.5,0.29886474539988217,342,70,0.08064135817024287,460.14285714285717,0.22568081521692043,593,22,0.18410431542999067,-1660.357142857143,-0.07318393018296174,251.0,-48.0,0.1034629572597478,3,12.0,False
d3_t00_ph099,d3_t12_ph834,real_longitudinal,3283.0,0.17587398470046972,256,35,0.07797745964057265,625.0,0.2791004357848915,315,33,0.126,-2658.0,0.1032264510844218,59.0,-2.0,0.04802254035942735,3,12.0,False
d3_t00_ph100,d3_t12_ph829,real_longitudinal,1285.0,0.21920875721170138,317,47,0.12334630350194553,718.75,0.3465488983219082,379,48,0.13182608695652173,-566.25,0.12734014111020683,62.0,1.0,0.0084797834545762,3,12.0,False
