before_image_id,after_image_id,pair_type,before_soma_area_mean,before_circularity_mean,before_neurite_length,before_branch_count,before_neurite_density,after_soma_area_mean,after_circularity_mean,after_neurite_length,after_branch_count,after_neurite_density,delta_soma_area_mean,delta_circularity_mean,delta_neurite_length,delta_branch_count,delta_neurite_density,dish,label,is_synthetic
d1_t00_ph036,d1_t18_ph1194,real_longitudinal,2055.5,0.276693736932951,348,40,0.08465093651179761,2142.5,0.22813582787767878,408,30,0.09521586931155193,87.0,-0.04855790905527224,60.0,-10.0,0.010564932799754317,1,18.0,False
d1_t00_ph037,d1_t18_ph1197\,real_longitudinal,1902.0,0.22829759337291416,508,58,0.13354363827549948,1716.0,0.23172529934898262,444,68,0.12937062937062938,-186.0,0.0034277059760684514,-64.0,10.0,-0.004173008904870101,1,18.0,False
d1_t00_ph038,d1_t18_ph1154,real_longitudinal,3827.0,0.3297054922693412,250,32,0.06532532009406847,1110.75,0.2684951449316951,643,97,0.1447220346612649,-2716.25,-0.06121034733764613,393.0,65.0,0.07939671456719644,1,18.0,False
d1_t00_ph039,d1_t18_ph1188,real_longitudinal,1379.6666666666667,0.2848614197658163,517,58,0.12490939840541193,1046.6666666666667,0.2906230300031749,547,75,0.17420382165605094,-333.0,0.005761610237358605,30.0,17.0,0.04929442325063901,1,18.0,False
d1_t00_ph040,d1_t18_ph1156,real_longitudinal,4230.0,0.3427968036218172,302,43,0.07139479905437353,381.0,0.27112021759807153,514,56,0.16863517060367453,-3849.0,-0.07167658602374566,212.0,13.0,0.097240371549301,1,18.0,False
d1_t00_ph041,d1_t18_ph1166,real_longitudinal,1671.6666666666667,0.31174474001680935,446,46,0.08893320039880359,621.4,0.35120366302707673,359,37,0.115545542323785,-1050.2666666666669,0.03945892301026738,-87.0,-9.0,0.02661234192498141,1,18.0,False
d1_t00_ph042,d1_t18_ph1179,real_longitudinal,1951.5,0.10827783254080334,441,52,0.11299000768639508,1308.3333333333333,0.12890179319247422,691,92,0.17605095541401275,-643.1666666666667,0.02062396065167088,250.0,40.0,0.06306094772761767,1,18.0,False
d1_t00_ph043,d1_t18_ph1187,real_longitudinal,3813.0,0.18160464655545497,366,51,0.0959874114870181,909.5,0.3685003345793116,452,64,0.12424409015942826,-2903.5,0.18689568802385662,86.0,13.0,0.028256678672410163,1,18.0,False
d1_t00_ph044,d1_t18_ph1196,real_longitudinal,3687.0,0.18144135739649622,234,20,0.06346623270951994,647.75,0.27596190521095076,383,26,0.1478193747587804,-3039.25,0.09452054781445454,149.0,6.0,0.08435314204926046,1,18.0,False
d1_t00_ph001,d1_t20_ph1288,real_longitudinal,457.3333333333333,0.27338908453121774,450,16,0.16399416909620992,531.5,0.3291432149084164,477,61,0.1495766698024459,74.16666666666669,0.055754130377198674,27.0,45.0,-0.014417499293764013,1,20.0,False
d1_t00_ph002,d1_t20_ph1296,real_longitudinal,398.3333333333333,0.2961673893814096,331,5,0.1384937238493724,375.7142857142857,0.3514306174792995,411,41,0.15627376425855513,-22.619047619047592,0.055263228097889916,80.0,36.0,0.01778004040918274,1,20.0,False
d1_t00_ph003,d1_t20_ph1300,real_longitudinal,1938.0,0.31512917229421217,587,98,0.15144478844169246,803.2,0.581511940509493,335,49,0.08341633466135458,-1134.8,0.2663827682152808,-252.0,-49.0,-0.06802845378033788,1,20.0,False
d1_t00_ph004,d1_t20_ph1302,real_longitudinal,3371.0,0.08856739498325586,378,24,0.11213289824977751,448.1666666666667,0.2876054780484538,447,62,0.16623280029750837,-2922.8333333333335,0.19903808306519796,69.0,38.0,0.05409990204773085,1,20.0,False
d1_t00_ph005,d1_t20_ph1337,real_longitudinal,926.75,0.2647269407386085,412,45,0.11114108443485297,705.75,0.35656173710598305,344,35,0.12185618136733971,-221.0,0.09183479636737457,-68.0,-10.0,0.010715096932486734,1,20.0,False
d1_t00_ph006,d1_t20_ph1326,real_longitudinal,714.0,0.36884309671320625,472,36,0.13221288515406163,538.6666666666666,0.3479424731257337,422,31,0.13056930693069307,-175.33333333333337,-0.020900623587472578,-50.0,-5.0,-0.0016435782233685525,1,20.0,False
d1_t00_ph007,d1_t20_ph1302,real_longitudinal,1297.6666666666667,0.2258740277063149,395,36,0.10146416645260724,448.1666666666667,0.2876054780484538,447,62,0.16623280029750837,-849.5,0.06173145034213892,52.0,26.0,0.06476863384490113,1,20.0,False
d1_t00_ph008,d1_t20_ph1336,real_longitudinal,2934.0,0.32164298367037514,181,10,0.06169052488070893,437.8,0.34489351555827324,281,29,0.12836911831886708,-2496.2,0.023250531887898107,100.0,19.0,0.06667859343815814,1,20.0,False
d1_t00_ph009,d1_t20_ph1311,real_longitudinal,1566.0,0.185349787431275,312,26,0.09961685823754789,1505.6666666666667,0.254073898762553,506,81,0.11202125304405579,-60.33333333333326,0.06872411133127798,194.0,55.0,0.012404394806507901,1,20.0,False
d1_t00_ph010,d1_t20_ph1312,real_longitudinal,3392.0,0.06255666844838224,400,42,0.1179245283018868,1627.0,0.26977103917174294,297,22,0.09127228027043639,-1765.0,0.20721437072336069,-103.0,-20.0,-0.0266522480314504,1,20.0,False
d1_t00_ph011,d1_t20_ph1308,real_longitudinal,610.6666666666666,0.31890294093117527,381,29,0.10398471615720524,745.6,0.27486767644938837,523,84,0.14028969957081544,134.9333333333334,-0.04403526448178691,142.0,55.0,0.0363049834136102,1,20.0,False
d1_t00_ph012,d1_t20_ph1293,real_longitudinal,1868.5,0.40780195162673194,351,36,0.09392560877709392,1243.0,0.19735332812473186,590,80,0.15821936175918477,-625.5,-0.21044862350200008,239.0,44.0,0.06429375298209085,1,20.0,False
d1_t00_ph013,d1_t20_ph1334,real_longitudinal,1643.5,0.39884891483960994,298,38,0.09066017645269242,432.42857142857144,0.44310557237316167,420,56,0.13875123885034688,-1211.0714285714284,0.044256657533551735,122.0,18.0,0.048091062397654455,1,20.0,False
d1_t00_ph014,d1_t20_ph1286,real_longitudinal,3276.0,0.24801442698407702,212,16,0.06471306471306472,2557.0,0.04338891582138823,405,43,0.1583887368009386,-719.0,-0.2046255111626888,193.0,27.0,0.09367567208787388,1,20.0,False
d1_t00_ph015,d1_t20_ph1295,real_longitudinal,1207.6666666666667,0.27048166171992855,340,46,0.09384487993375655,478.1666666666667,0.25013487703382303,450,24,0.15684907633321715,-729.5,-0.020346784686105512,110.0,-22.0,0.0630041963994606,1,20.0,False
d1_t00_ph016,d1_t20_ph1297,real_longitudinal,1730.5,0.3214714481953389,233,30,0.06732158335741115,540.75,0.285478827313409,338,51,0.15626444752658344,-1189.75,-0.03599262088192989,105.0,21.0,0.0889428641691723,1,20.0,False
d1_t00_ph017,d1_t20_ph1300,real_longitudinal,4506.0,0.0758909259882185,481,42,0.10674656014203285,803.2,0.581511940509493,335,49,0.08341633466135458,-3702.8,0.5056210145212745,-146.0,7.0,-0.02333022548067827,1,20.0,False
d1_t00_ph018,d1_t20_ph1292,real_longitudinal,2639.0,0.5405039676072818,119,20,0.04509283819628647,809.5,0.44483316347637725,431,57,0.13310685608400247,-1829.5,-0.09567080413090456,312.0,37.0,0.088014017887716,1,20.0,False
d1_t00_ph019,d1_t20_ph1286,real_longitudinal,1284.6666666666667,0.17801509497284726,610,88,0.15827711468604047,2557.0,0.04338891582138823,405,43,0.1583887368009386,1272.3333333333333,-0.13462617915145902,-205.0,-45.0,0.00011162211489812446,1,20.0,False
d1_t00_ph020,d1_t20_ph1321,real_longitudinal,3626.0,0.23794845794317018,227,25,0.0626034197462769,3177.0,0.0716432126916291,386,32,0.12149826880705068,-449.0,-0.16630524525154108,159.0,7.0,0.05889484906077379,1,20.0,False
d1_t00_ph021,d1_t20_ph1336,real_longitudinal,3578.0,0.17006304241999037,291,38,0.08133035215204025,437.8,0.34489351555827324,281,29,0.12836911831886708,-3140.2,0.17483047313828287,-10.0,-9.0,0.047038766166826826,1,20.0,False
d1_t00_ph022,d1_t20_ph1292,real_longitudinal,2612.0,0.1704793550509249,265,28,0.10145482388973966,809.5,0.44483316347637725,431,57,0.13310685608400247,-1802.5,0.2743538084254523,166.0,29.0,0.03165203219426281,1,20.0,False
d1_t00_ph023,d1_t20_ph1301,real_longitudinal,2267.0,0.1562344616009433,482,75,0.10630789589766211,629.0,0.1902806477156108,518,54,0.16470588235294117,-1638.0,0.034046186114667504,36.0,-21.0,0.05839798645527906,1,20.0,False
d1_t00_ph024,d1_t20_ph1312,real_longitudinal,1219.5,0.2549820647831111,288,39,0.11808118081180811,1627.0,0.26977103917174294,297,22,0.09127228027043639,407.5,0.01478897438863186,9.0,-17.0,-0.026808900541371722,1,20.0,False
d1_t00_ph025,d1_t20_ph1334,real_longitudinal,1990.5,0.24177887726852149,335,33,0.08414971112785732,432.42857142857144,0.44310557237316167,420,56,0.13875123885034688,-1558.0714285714284,0.20132669510464019,85.0,23.0,0.05460152772248955,1,20.0,False
d1_t00_ph026,d1_t20_ph1322,real_longitudinal,1463.3333333333333,0.38425648258071826,328,56,0.07471526195899772,593.6,0.28917426732135265,407,41,0.13712938005390835,-869.7333333333332,-0.09508221525936561,79.0,-15.0,0.062414118094910626,1,20.0,False
d1_t00_ph027,d1_t20_ph1325,real_longitudinal,3965.0,0.05637828798165072,507,67,0.12786885245901639,571.6666666666666,0.3299904288963865,467,62,0.13615160349854227,-3393.3333333333335,0.2736121409147358,-40.0,-5.0,0.008282751039525887,1,20.0,False
d1_t00_ph028,d1_t20_ph1316,real_longitudinal,1422.0,0.47535051157147473,372,54,0.08720112517580872,598.3333333333334,0.40296456618241,484,60,0.13481894150417828,-823.6666666666666,-0.07238594538906473,112.0,6.0,0.04761781632836956,1,20.0,False
d1_t00_ph029,d1_t20_ph1307,real_longitudinal,4092.0,0.22086179218441113,285,30,0.06964809384164222,1892.0,0.2756082072154859,390,49,0.10306553911205074,-2200.0,0.054746415031074774,105.0,19.0,0.03341744527040852,1,20.0,False
d1_t00_ph030,d1_t20_ph1296,real_longitudinal,5094.0,0.2080156115419328,335,26,0.06576364350215941,375.7142857142857,0.3514306174792995,411,41,0.15627376425855513,-4718.285714285715,0.1434150059373667,76.0,15.0,0.09051012075639572,1,20.0,False
d1_t00_ph031,d1_t20_ph1330,real_longitudinal,2219.5,0.09794126245132437,504,56,0.11353908537959,548.8333333333334,0.26908206209037827,439,25,0.13331308836926814,-1670.6666666666665,0.1711407996390539,-65.0,-31.0,0.019774002989678144,1,20.0,False
d1_t00_ph032,d1_t20_ph1327,real_longitudinal,4275.0,0.039031100414918966,620,68,0.14502923976608187,518.2,0.2240179323979011,435,53,0.16788884600540332,-3756.8,0.18498683198298213,-185.0,-15.0,0.022859606239321456,1,20.0,False
d1_t00_ph033,d1_t20_ph1287,real_longitudinal,4487.0,0.06755680211580992,566,113,0.12614218854468465,699.8333333333334,0.3137648491118645,502,49,0.11955227435103596,-3787.1666666666665,0.24620804699605456,-64.0,-64.0,-0.006589914193648683,1,20.0,False
d1_t00_ph034,d1_t20_ph1323,real_longitudinal,2451.5,0.18348821177026794,500,44,0.10197838058331633,515.2857142857143,0.44130476171300337,440,43,0.12198502911006376,-1936.2142857142858,0.2578165499427354,-60.0,-1.0,0.020006648526747425,1,20.0,False
d1_t00_ph035,d1_t20_ph1290,real_longitudinal,1052.25,0.16885434411094202,559,59,0.13281064385839866,567.0,0.2787313829677273,425,39,0.1249265138154027,-485.25,0.10987703885678529,-134.0,-20.0,-0.007884130042995957,1,20.0,False
d1_t00_ph036,d1_t20_ph1324,real_longitudinal,2055.5,0.276693736932951,348,40,0.08465093651179761,428.7142857142857,0.3399765178669429,368,26,0.12262579140286571,-1626.7857142857142,0.06328278093399187,20.0,-14.0,0.0379748548910681,1,20.0,False
d1_t00_ph037,d1_t20_ph1328,real_longitudinal,1902.0,0.22829759337291416,508,58,0.13354363827549948,1355.3333333333333,0.2406906404452739,551,79,0.13551401869158877,-546.6666666666667,0.012393047072359747,43.0,21.0,0.0019703804160892957,1,20.0,False
d1_t00_ph038,d1_t20_ph1292,real_longitudinal,3827.0,0.3297054922693412,250,32,0.06532532009406847,809.5,0.44483316347637725,431,57,0.13310685608400247,-3017.5,0.11512767120703604,181.0,25.0,0.067781535989934,1,20.0,False
d1_t00_ph039,d1_t20_ph1308,real_longitudinal,1379.6666666666667,0.2848614197658163,517,58,0.12490939840541193,745.6,0.27486767644938837,523,84,0.14028969957081544,-634.0666666666667,-0.009993743316427939,6.0,26.0,0.01538030116540351,1,20.0,False
d1_t00_ph040,d1_t20_ph1292,real_longitudinal,4230.0,0.3427968036218172,302,43,0.07139479905437353,809.5,0.44483316347637725,431,57,0.13310685608400247,-3420.5,0.10203635985456005,129.0,14.0,0.06171205702962894,1,20.0,False
d1_t00_ph041,d1_t20_ph1315,real_longitudinal,1671.6666666666667,0.31174474001680935,446,46,0.08893320039880359,573.2,0.37595533086484423,330,34,0.1151430565247732,-1098.4666666666667,0.06421059084803488,-116.0,-12.0,0.026209856125969613,1,20.0,False
d1_t00_ph042,d1_t20_ph1334,real_longitudinal,1951.5,0.10827783254080334,441,52,0.11299000768639508,432.42857142857144,0.44310557237316167,420,56,0.13875123885034688,-1519.0714285714284,0.33482773983235836,-21.0,4.0,0.025761231163951792,1,20.0,False
d1_t00_ph043,d1_t20_ph1290,real_longitudinal,3813.0,0.18160464655545497,366,51,0.0959874114870181,567.0,0.2787313829677273,425,39,0.1249265138154027,-3246.0,0.09712673641227235,59.0,-12.0,0.028939102328384606,1,20.0,False
d1_t00_ph044,d1_t20_ph1306,real_longitudinal,3687.0,0.18144135739649622,234,20,0.06346623270951994,514.1428571428571,0.4230704731557387,504,50,0.14003889969435954,-3172.857142857143,0.24162911575924248,270.0,30.0,0.0765726669848396,1,20.0,False
d1_t00_ph001,d1_t22_ph1473,real_longitudinal,457.3333333333333,0.27338908453121774,450,16,0.16399416909620992,2142.0,0.2721576898330482,476,66,0.1111111111111111,1684.6666666666667,-0.001231394698169519,26.0,50.0,-0.05288305798509882,1,22.0,False
d1_t00_ph002,d1_t22_ph1444,real_longitudinal,398.3333333333333,0.2961673893814096,331,5,0.1384937238493724,411.8,0.3509159336676728,373,59,0.18115590092277806,13.466666666666697,0.054748544286263245,42.0,54.0,0.042662177073405666,1,22.0,False
d1_t00_ph003,d1_t22_ph1437,real_longitudinal,1938.0,0.31512917229421217,587,98,0.15144478844169246,480.3333333333333,0.3074623544041822,461,46,0.1599583622484386,-1457.6666666666667,-0.007666817890029987,-126.0,-52.0,0.008513573806746139,1,22.0,False
d1_t00_ph004,d1_t22_ph1453,real_longitudinal,3371.0,0.08856739498325586,378,24,0.11213289824977751,1417.6666666666667,0.1765046356024356,513,78,0.1206207383023748,-1953.3333333333333,0.08793724061917974,135.0,54.0,0.008487840052597284,1,22.0,False
d1_t00_ph005,d1_t22_ph1453,real_longitudinal,926.75,0.2647269407386085,412,45,0.11114108443485297,1417.6666666666667,0.1765046356024356,513,78,0.1206207383023748,490.91666666666674,-0.08822230513617288,101.0,33.0,0.009479653867521823,1,22.0,False
d1_t00_ph006,d1_t22_ph1460,real_longitudinal,714.0,0.36884309671320625,472,36,0.13221288515406163,390.3333333333333,0.43275167004885445,438,40,0.1246797608881298,-323.6666666666667,0.0639085733356482,-34.0,4.0,-0.00753312426593182,1,22.0,False
d1_t00_ph007,d1_t22_ph1445,real_longitudinal,1297.6666666666667,0.2258740277063149,395,36,0.10146416645260724,438.6666666666667,0.29065187576684653,399,33,0.15159574468085107,-859.0,0.06477784806053163,4.0,-3.0,0.05013157822824384,1,22.0,False
d1_t00_ph008,d1_t22_ph1473,real_longitudinal,2934.0,0.32164298367037514,181,10,0.06169052488070893,2142.0,0.2721576898330482,476,66,0.1111111111111111,-792.0,-0.049485293837326916,295.0,56.0,0.04942058623040217,1,22.0,False
d1_t00_ph009,d1_t22_ph1454,real_longitudinal,1566.0,0.185349787431275,312,26,0.09961685823754789,1480.6666666666667,0.44990780615591275,374,51,0.08419630796938316,-85.33333333333326,0.26455801872463774,62.0,25.0,-0.015420550268164732,1,22.0,False
d1_t00_ph010,d1_t22_ph1444,real_longitudinal,3392.0,0.06255666844838224,400,42,0.1179245283018868,411.8,0.3509159336676728,373,59,0.18115590092277806,-2980.2,0.28835926521929056,-27.0,17.0,0.06323137262089126,1,22.0,False
d1_t00_ph011,d1_t22_ph1473,real_longitudinal,610.6666666666666,0.31890294093117527,381,29,0.10398471615720524,2142.0,0.2721576898330482,476,66,0.1111111111111111,1531.3333333333335,-0.04674525109812705,95.0,37.0,0.007126394953905865,1,22.0,False
d1_t00_ph012,d1_t22_ph1471,real_longitudinal,1868.5,0.40780195162673194,351,36,0.09392560877709392,471.4,0.44243712056639656,300,39,0.12728044123886295,-1397.1,0.03463516893966462,-51.0,3.0,0.03335483246176903,1,22.0,False
d1_t00_ph013,d1_t22_ph1453,real_longitudinal,1643.5,0.39884891483960994,298,38,0.09066017645269242,1417.6666666666667,0.1765046356024356,513,78,0.1206207383023748,-225.83333333333326,-0.22234427923717434,215.0,40.0,0.029960561849682377,1,22.0,False
d1_t00_ph014,d1_t22_ph1433,real_longitudinal,3276.0,0.24801442698407702,212,16,0.06471306471306472,681.0,0.19002744315680856,431,74,0.15822320117474303,-2595.0,-0.05798698382726847,219.0,58.0,0.09351013646167831,1,22.0,False
d1_t00_ph015,d1_t22_ph1457,real_longitudinal,1207.6666666666667,0.27048166171992855,340,46,0.09384487993375655,814.3333333333334,0.4686762880250222,240,28,0.09823986901350798,-393.33333333333337,0.19819462630509366,-100.0,-18.0,0.00439498907975143,1,22.0,False
d1_t00_ph016,d1_t22_ph1455,real_longitudinal,1730.5,0.3214714481953389,233,30,0.06732158335741115,648.4,0.3832558986974739,368,49,0.1135101789019124,-1082.1,0.06178445050213499,135.0,19.0,0.04618859554450125,1,22.0,False
d1_t00_ph017,d1_t22_ph1438,real_longitudinal,4506.0,0.0758909259882185,481,42,0.10674656014203285,512.6666666666666,0.20586897401325766,553,67,0.17977893368010403,-3993.3333333333335,0.12997804802503915,72.0,25.0,0.07303237353807118,1,22.0,False
d1_t00_ph018,d1_t22_ph1459,real_longitudinal,2639.0,0.5405039676072818,119,20,0.04509283819628647,775.25,0.3406251690441393,273,31,0.08803611738148984,-1863.75,-0.1998787985631425,154.0,11.0,0.04294327918520337,1,22.0,False
d1_t00_ph019,d1_t22_ph1468,real_longitudinal,1284.6666666666667,0.17801509497284726,610,88,0.15827711468604047,351.7142857142857,0.3406133288400573,357,17,0.14500406173842403,-932.952380952381,0.16259823386721003,-253.0,-71.0,-0.013273052947616437,1,22.0,False
d1_t00_ph020,d1_t22_ph1436,real_longitudinal,3626.0,0.23794845794317018,227,25,0.0626034197462769,513.8,0.16193682647131852,516,73,0.20085636434410276,-3112.2,-0.07601163147185167,289.0,48.0,0.13825294459782586,1,22.0,False
d1_t00_ph021,d1_t22_ph1463,real_longitudinal,3578.0,0.17006304241999037,291,38,0.08133035215204025,632.0,0.45822958935544283,404,37,0.10654008438818566,-2946.0,0.28816654693545246,113.0,-1.0,0.025209732236145407,1,22.0,False
d1_t00_ph022,d1_t22_ph1438,real_longitudinal,2612.0,0.1704793550509249,265,28,0.10145482388973966,512.6666666666666,0.20586897401325766,553,67,0.17977893368010403,-2099.3333333333335,0.03538961896233275,288.0,39.0,0.07832410979036437,1,22.0,False
d1_t00_ph023,d1_t22_ph1464,real_longitudinal,2267.0,0.1562344616009433,482,75,0.10630789589766211,616.5,0.24369337976207714,475,43,0.12841308461746417,-1650.5,0.08745891816113385,-7.0,-32.0,0.022105188719802063,1,22.0,False
d1_t00_ph024,d1_t22_ph1450,real_longitudinal,1219.5,0.2549820647831111,288,39,0.11808118081180811,935.0,0.32368546867132947,456,56,0.12192513368983957,-284.5,0.06870340388821838,168.0,17.0,0.003843952878031451,1,22.0,False
d1_t00_ph025,d1_t22_ph1348,real_longitudinal,1990.5,0.24177887726852149,335,33,0.08414971112785732,391.57142857142856,0.3798840765532688,529,63,0.19299525720539948,-1598.9285714285716,0.1381051992847473,194.0,30.0,0.10884554607754215,1,22.0,False
d1_t00_ph026,d1_t22_ph1473,real_longitudinal,1463.3333333333333,0.38425648258071826,328,56,0.07471526195899772,2142.0,0.2721576898330482,476,66,0.1111111111111111,678.6666666666667,-0.11209879274767004,148.0,10.0,0.036395849152113385,1,22.0,False
d1_t00_ph027,d1_t22_ph1439,real_longitudinal,3965.0,0.05637828798165072,507,67,0.12786885245901639,834.25,0.376707770718279,370,33,0.11087803416242134,-3130.75,0.32032948273662826,-137.0,-34.0,-0.016990818296595045,1,22.0,False
d1_t00_ph028,d1_t22_ph1457,real_longitudinal,1422.0,0.47535051157147473,372,54,0.08720112517580872,814.3333333333334,0.4686762880250222,240,28,0.09823986901350798,-607.6666666666666,-0.006674223546452529,-132.0,-26.0,0.01103874383769926,1,22.0,False
d1_t00_ph029,d1_t22_ph1439,real_longitudinal,4092.0,0.22086179218441113,285,30,0.06964809384164222,834.25,0.376707770718279,370,33,0.11087803416242134,-3257.75,0.15584597853386786,85.0,3.0,0.04122994032077912,1,22.0,False
d1_t00_ph030,d1_t22_ph1472,real_longitudinal,5094.0,0.2080156115419328,335,26,0.06576364350215941,344.2857142857143,0.43500443338649963,334,23,0.13858921161825727,-4749.714285714285,0.22698882184456684,-1.0,-3.0,0.07282556811609786,1,22.0,False
d1_t00_ph031,d1_t22_ph1463,real_longitudinal,2219.5,0.09794126245132437,504,56,0.11353908537959,632.0,0.45822958935544283,404,37,0.10654008438818566,-1587.5,0.3602883269041185,-100.0,-19.0,-0.006999000991404339,1,22.0,False
d1_t00_ph032,d1_t22_ph1466,real_longitudinal,4275.0,0.039031100414918966,620,68,0.14502923976608187,439.0,0.3090722118502109,510,62,0.1659616010413277,-3836.0,0.2700411114352919,-110.0,-6.0,0.020932361275245837,1,22.0,False
d1_t00_ph033,d1_t22_ph1450,real_longitudinal,4487.0,0.06755680211580992,566,113,0.12614218854468465,935.0,0.32368546867132947,456,56,0.12192513368983957,-3552.0,0.2561286665555196,-110.0,-57.0,-0.0042170548548450815,1,22.0,False
d1_t00_ph034,d1_t22_ph1452,real_longitudinal,2451.5,0.18348821177026794,500,44,0.10197838058331633,606.75,0.40808733895333416,272,26,0.11207251751133086,-1844.75,0.2245991271830662,-228.0,-18.0,0.01009413692801453,1,22.0,False
d1_t00_ph035,d1_t22_ph1459,real_longitudinal,1052.25,0.16885434411094202,559,59,0.13281064385839866,775.25,0.3406251690441393,273,31,0.08803611738148984,-277.0,0.17177082493319729,-286.0,-28.0,-0.04477452647690883,1,22.0,False
d1_t00_ph036,d1_t22_ph1465,real_longitudinal,2055.5,0.276693736932951,348,40,0.08465093651179761,614.1666666666666,0.3890795065446974,427,50,0.1158751696065129,-1441.3333333333335,0.1123857696117464,79.0,10.0,0.03122423309471528,1,22.0,False
d1_t00_ph037,d1_t22_ph1468,real_longitudinal,1902.0,0.22829759337291416,508,58,0.13354363827549948,351.7142857142857,0.3406133288400573,357,17,0.14500406173842403,-1550.2857142857142,0.11231573546714313,-151.0,-41.0,0.011460423462924557,1,22.0,False
d1_t00_ph038,d1_t22_ph1348,real_longitudinal,3827.0,0.3297054922693412,250,32,0.06532532009406847,391.57142857142856,0.3798840765532688,529,63,0.19299525720539948,-3435.4285714285716,0.050178584283927574,279.0,31.0,0.127669937111331,1,22.0,False
d1_t00_ph039,d1_t22_ph1460,real_longitudinal,1379.6666666666667,0.2848614197658163,517,58,0.12490939840541193,390.3333333333333,0.43275167004885445,438,40,0.1246797608881298,-989.3333333333335,0.14789025028303815,-79.0,-18.0,-0.00022963751728212467,1,22.0,False
d1_t00_ph040,d1_t22_ph1436,real_longitudinal,4230.0,0.3427968036218172,302,43,0.07139479905437353,513.8,0.16193682647131852,516,73,0.20085636434410276,-3716.2,-0.18085997715049867,214.0,30.0,0.12946156528972924,1,22.0,False
d1_t00_ph041,d1_t22_ph1444,real_longitudinal,1671.6666666666667,0.31174474001680935,446,46,0.08893320039880359,411.8,0.3509159336676728,373,59,0.18115590092277806,-1259.8666666666668,0.03917119365086347,-73.0,13.0,0.09222270052397447,1,22.0,False
d1_t00_ph042,d1_t22_ph1467,real_longitudinal,1951.5,0.10827783254080334,441,52,0.11299000768639508,309.1666666666667,0.340114814277308,308,22,0.1660377358490566,-1642.3333333333333,0.23183698173650466,-133.0,-30.0,0.05304772816266151,1,22.0,False
d1_t00_ph043,d1_t22_ph1442,real_longitudinal,3813.0,0.18160464655545497,366,51,0.0959874114870181,377.85714285714283,0.35706199590459337,414,49,0.1565217391304348,-3435.1428571428573,0.1754573493491384,48.0,-2.0,0.060534327643416694,1,22.0,False
d1_t00_ph044,d1_t22_ph1466,real_longitudinal,3687.0,0.18144135739649622,234,20,0.06346623270951994,439.0,0.3090722118502109,510,62,0.1659616010413277,-3248.0,0.12763085445371466,276.0,42.0,0.10249536833180777,1,22.0,False
d2_t00_ph045,d2_t02_ph199,real_longitudinal,1117.5,0.27934348800455444,335,38,0.14988814317673377,3791.0,0.35353467061993427,268,24,0.07069374835135848,2673.5,0.07419118261537982,-67.0,-14.0,-0.07919439482537528,2,2.0,False
d2_t00_ph046,d2_t02_ph194,real_longitudinal,2207.0,0.15655963984597027,572,64,0.12958767557770728,780.25,0.2587759189562509,397,37,0.12720281960909965,-1426.75,0.10221627911028064,-175.0,-27.0,-0.00238485596860763,2,2.0,False
d2_t00_ph047,d2_t02_ph196,real_longitudinal,562.4285714285714,0.2085837301200256,603,52,0.15316230632461264,568.0,0.3953073762545662,400,34,0.11737089201877934,5.571428571428555,0.1867236461345406,-203.0,-18.0,-0.0357914143058333,2,2.0,False
d2_t00_ph048,d2_t02_ph200,real_longitudinal,3932.0,0.1614073994670669,316,29,0.08036622583926754,802.0,0.24930767096250758,380,18,0.11845386533665836,-3130.0,0.08790027149544069,64.0,-11.0,0.038087639497390816,2,2.0,False
d2_t00_ph049,d2_t02_ph206,real_longitudinal,1829.5,0.2989046029057846,321,29,0.08772888767422793,450.14285714285717,0.23059110763707538,519,23,0.16470961599492226,-1379.357142857143,-0.0683134952687092,198.0,-6.0,0.07698072832069433,2,2.0,False
d2_t00_ph050,d2_t02_ph202,real_longitudinal,859.3333333333334,0.25662955389290437,307,20,0.11908456167571761,486.6666666666667,0.29760449806833705,457,28,0.1565068493150685,-372.6666666666667,0.04097494417543268,150.0,8.0,0.03742228763935089,2,2.0,False
d2_t00_ph051,d2_t02_ph209,real_longitudinal,4030.0,0.18340045858585252,335,35,0.08312655086848635,465.4,0.3539468142817327,274,21,0.1177481736140954,-3564.6,0.17054635569588017,-61.0,-14.0,0.03462162274560905,2,2.0,False
d2_t00_ph052,d2_t02_ph208,real_longitudinal,3570.0,0.10706788369248489,279,12,0.07815126050420168,651.6666666666666,0.2492233971653557,215,4,0.10997442455242967,-2918.3333333333335,0.1421555134728708,-64.0,-8.0,0.03182316404822799,2,2.0,False
d2_t00_ph053,d2_t02_ph206,real_longitudinal,1213.0,0.14912034642948188,587,77,0.16130805166254467,450.14285714285717,0.23059110763707538,519,23,0.16470961599492226,-762.8571428571429,0.0814707612075935,-68.0,-54.0,0.0034015643323775935,2,2.0,False
d2_t00_ph054,d2_t02_ph202,real_longitudinal,731.25,0.2620295308373394,331,60,0.11316239316239317,486.6666666666667,0.29760449806833705,457,28,0.1565068493150685,-244.58333333333331,0.03557496723099768,126.0,-32.0,0.043344456152675334,2,2.0,False
d2_t00_ph055,d2_t02_ph195,real_longitudinal,1905.0,0.12701172720476242,473,79,0.1241469816272966,1171.0,0.3512551706708796,187,16,0.0798462852263023,-734.0,0.22424344346611716,-286.0,-63.0,-0.044300696400994294,2,2.0,False
