image_id,dish,day,label,soma_area_mean,circularity_mean,neurite_length,branch_count,neurite_density
d1_t16_ph1044,1,16,16.0,2009.5,0.2094919670546087,345,36,0.08584224931575019
d1_t16_ph1045,1,16,16.0,475.0,0.4373606431002019,339,22,0.11894736842105263
d1_t16_ph1046,1,16,16.0,1145.6666666666667,0.480719698469205,368,44,0.10707011929007856
d1_t16_ph1047,1,16,16.0,523.6,0.3154221528116635,343,25,0.13101604278074866
d1_t16_ph1048,1,16,16.0,394.7142857142857,0.3671456760788305,388,24,0.14042707202316324
d1_t16_ph1049,1,16,16.0,451.5,0.3040288122162507,382,27,0.14101144333702473
d1_t16_ph1050,1,16,16.0,690.25,0.23700509590627516,405,44,0.1466859833393698
d1_t16_ph1051,1,16,16.0,680.0,0.1920132070824946,399,13,0.14669117647058824
d1_t16_ph1052,1,16,16.0,659.6,0.2942497595487985,504,48,0.15281989084293512
d1_t16_ph1053,1,16,16.0,594.5,0.28448675259068484,534,45,0.14970563498738435
d1_t16_ph1054,1,16,16.0,450.14285714285717,0.36846568489524917,431,40,0.1367819739765154
d1_t18_ph1145,1,18,18.0,1960.0,0.22407280086772452,646,86,0.16479591836734694
d1_t18_ph1146,1,18,18.0,1001.75,0.20805486055182348,603,81,0.15048664836536063
d1_t18_ph1147,1,18,18.0,635.6,0.414065293024444,329,20,0.10352422907488987
d1_t18_ph1148,1,18,18.0,583.0,0.2508687205061776,422,48,0.14476843910806175
d1_t18_ph1149,1,18,18.0,1994.0,0.23244634205187228,528,84,0.13239719157472418
d1_t18_ph1150,1,18,18.0,361.8333333333333,0.4488429834895502,287,22,0.1321971441731921
d1_t18_ph1151,1,18,18.0,544.5,0.32016159913601033,239,18,0.10973370064279155
d1_t18_ph1152,1,18,18.0,908.3333333333334,0.3993416765628308,312,36,0.11449541284403669
d1_t18_ph1154,1,18,18.0,1110.75,0.2684951449316951,643,97,0.1447220346612649
d1_t18_ph1155,1,18,18.0,2930.0,0.07225924279067064,367,56,0.12525597269624572
d1_t18_ph1156,1,18,18.0,381.0,0.27112021759807153,514,56,0.16863517060367453
d1_t18_ph1157,1,18,18.0,974.6666666666666,0.16346762817423124,371,33,0.12688098495212038
d1_t18_ph1158,1,18,18.0,501.14285714285717,0.3026634845194045,579,46,0.16505131128848347
d1_t18_ph1159,1,18,18.0,545.3333333333334,0.24067476518827954,490,41,0.1497555012224939
d1_t18_ph1160,1,18,18.0,706.8,0.37531224714249084,482,73,0.13638936049801925
d1_t18_ph1161,1,18,18.0,605.0,0.46191228857432576,360,25,0.11900826446280992
d1_t18_ph1162,1,18,18.0,1339.0,0.1995425967576401,475,59,0.11824744834453572
d1_t18_ph1163,1,18,18.0,1408.3333333333333,0.26195516217734305,419,43,0.0991715976331361
d1_t18_ph1164,1,18,18.0,1281.0,0.2048992495775018,418,68,0.10876919073640386
d1_t18_ph1165,1,18,18.0,1555.6666666666667,0.5706843077911082,546,94,0.116991643454039
d1_t18_ph1166,1,18,18.0,621.4,0.35120366302707673,359,37,0.115545542323785
d1_t18_ph1167,1,18,18.0,2314.0,0.10411997331649617,288,22,0.12445980985306827
d1_t18_ph1168,1,18,18.0,794.25,0.2490093475607501,375,28,0.11803588290840415
d1_t18_ph1169,1,18,18.0,567.0,0.29454426110791304,576,55,0.1693121693121693
d1_t18_ph1170,1,18,18.0,492.3333333333333,0.29723447505232486,403,38,0.13642518618821936
d1_t18_ph1171,1,18,18.0,626.8333333333334,0.34342236715912033,466,55,0.12390321722946025
d1_t18_ph1172,1,18,18.0,1142.0,0.4334053205476092,306,23,0.0893169877408056
d1_t18_ph1173,1,18,18.0,664.0,0.4047913487826539,300,43,0.11295180722891567
d1_t18_ph1174,1,18,18.0,438.0,0.34605035405077345,390,24,0.12720156555772993
d1_t18_ph1175,1,18,18.0,2069.0,0.17604007114973563,444,24,0.10729821169647173
d1_t18_ph1176,1,18,18.0,1976.0,0.46937898287898117,349,20,0.08830971659919028
d1_t18_ph1177,1,18,18.0,746.75,0.2205357460086766,495,31,0.16571811181787746
d1_t18_ph1178,1,18,18.0,609.8,0.24299087455600982,456,58,0.1495572318793047
d1_t18_ph1179,1,18,18.0,1308.3333333333333,0.12890179319247422,691,92,0.17605095541401275
d1_t18_ph1180,1,18,18.0,518.8333333333334,0.26853450291176206,496,57,0.159331834243495
d1_t18_ph1181,1,18,18.0,565.5714285714286,0.3274080696645169,562,51,0.14195503915130084
d1_t18_ph1182,1,18,18.0,1155.0,0.11945483348525181,505,41,0.14574314574314573
d1_t18_ph1183,1,18,18.0,1081.0,0.28606149957684623,357,35,0.11008325624421832
d1_t18_ph1184,1,18,18.0,830.2,0.376142537677293,515,62,0.12406649000240906
d1_t18_ph1186,1,18,18.0,439.57142857142856,0.2122628113671683,542,34,0.176145596360091
d1_t18_ph1187,1,18,18.0,909.5,0.3685003345793116,452,64,0.12424409015942826
d1_t18_ph1188,1,18,18.0,1046.6666666666667,0.2906230300031749,547,75,0.17420382165605094
d1_t18_ph1189,1,18,18.0,710.0,0.1709978000194409,491,46,0.17288732394366196
d1_t18_ph1190,1,18,18.0,298.3,0.3643864023169418,509,33,0.17063359034528996
d1_t18_ph1191,1,18,18.0,639.8333333333334,0.4408407785994321,384,46,0.10002604845011721
d1_t18_ph1193,1,18,18.0,823.75,0.32340350286679387,429,39,0.13019726858877087
d1_t18_ph1194,1,18,18.0,2142.5,0.22813582787767878,408,30,0.09521586931155193
d1_t18_ph1195,1,18,18.0,735.0,0.20151477142744353,545,52,0.14829931972789115
d1_t18_ph1196,1,18,18.0,647.75,0.27596190521095076,383,26,0.1478193747587804
d1_t18_ph1197\,1,18,18.0,1716.0,0.23172529934898262,444,68,0.12937062937062938
d1_t18_ph1198,1,18,18.0,1544.0,0.1560751925750835,449,75,0.14540155440414507
d1_t18_ph1199,1,18,18.0,725.0,0.32838964315871866,395,54,0.13620689655172413
d1_t18_ph1200,1,18,18.0,1838.0,0.26034941727523636,264,24,0.07181719260065289
d1_t18_ph1201,1,18,18.0,613.0,0.3592010840599554,442,59,0.14420880913539968
d1_t18_ph153,1,18,18.0,1766.5,0.1773821073351144,379,57,0.10727427115765638
d1_t18_ph992,1,18,18.0,761.25,0.253373137451443,480,54,0.15763546798029557
d1_t20_ph1286,1,20,20.0,2557.0,0.04338891582138823,405,43,0.1583887368009386
d1_t20_ph1287,1,20,20.0,699.8333333333334,0.3137648491118645,502,49,0.11955227435103596
d1_t20_ph1288,1,20,20.0,531.5,0.3291432149084164,477,61,0.1495766698024459
d1_t20_ph1289,1,20,20.0,401.5,0.23906358670506092,552,38,0.1718555417185554
d1_t20_ph1290,1,20,20.0,567.0,0.2787313829677273,425,39,0.1249265138154027
d1_t20_ph1291,1,20,20.0,421.85714285714283,0.17540925058786158,550,33,0.186251269895022
d1_t20_ph1292,1,20,20.0,809.5,0.44483316347637725,431,57,0.13310685608400247
d1_t20_ph1293,1,20,20.0,1243.0,0.19735332812473186,590,80,0.15821936175918477
d1_t20_ph1294,1,20,20.0,378.25,0.3276388314549677,560,61,0.18506278916060806
d1_t20_ph1295,1,20,20.0,478.1666666666667,0.25013487703382303,450,24,0.15684907633321715
d1_t20_ph1296,1,20,20.0,375.7142857142857,0.3514306174792995,411,41,0.15627376425855513
d1_t20_ph1297,1,20,20.0,540.75,0.285478827313409,338,51,0.15626444752658344
d1_t20_ph1298,1,20,20.0,496.5,0.33562869115672905,435,41,0.14602215508559918
d1_t20_ph1299,1,20,20.0,441.25,0.2785443790840598,542,52,0.15354107648725213
d1_t20_ph1300,1,20,20.0,803.2,0.581511940509493,335,49,0.08341633466135458
d1_t20_ph1301,1,20,20.0,629.0,0.1902806477156108,518,54,0.16470588235294117
d1_t20_ph1302,1,20,20.0,448.1666666666667,0.2876054780484538,447,62,0.16623280029750837
d1_t20_ph1303,1,20,20.0,898.6666666666666,0.2486593015717982,408,61,0.1513353115727003
d1_t20_ph1304,1,20,20.0,1069.0,0.1457330421944659,469,82,0.14624259432491424
d1_t20_ph1305,1,20,20.0,652.75,0.45465417294463967,320,38,0.12255840674071238
d1_t20_ph1306,1,20,20.0,514.1428571428571,0.4230704731557387,504,50,0.14003889969435954
d1_t20_ph1307,1,20,20.0,1892.0,0.2756082072154859,390,49,0.10306553911205074
d1_t20_ph1308,1,20,20.0,745.6,0.27486767644938837,523,84,0.14028969957081544
d1_t20_ph1309,1,20,20.0,867.0,0.24462740188502857,431,51,0.1242791234140715
d1_t20_ph1310,1,20,20.0,628.2,0.34766866264342106,435,51,0.1384909264565425
d1_t20_ph1311,1,20,20.0,1505.6666666666667,0.254073898762553,506,81,0.11202125304405579
d1_t20_ph1312,1,20,20.0,1627.0,0.26977103917174294,297,22,0.09127228027043639
d1_t20_ph1313,1,20,20.0,1098.5,0.3141175118743607,528,87,0.12016385980883022
d1_t20_ph1314,1,20,20.0,717.2,0.2732998369072846,408,43,0.11377579475738984
d1_t20_ph1315,1,20,20.0,573.2,0.37595533086484423,330,34,0.1151430565247732
d1_t20_ph1316,1,20,20.0,598.3333333333334,0.40296456618241,484,60,0.13481894150417828
d1_t20_ph1317,1,20,20.0,1069.6666666666667,0.5405352296773299,419,46,0.1305702711124961
d1_t20_ph1318,1,20,20.0,694.4,0.3710322711460344,440,65,0.12672811059907835
d1_t20_ph1319,1,20,20.0,700.0,0.46502994109624113,306,45,0.10928571428571429
d1_t20_ph1320,1,20,20.0,629.6,0.38599343067735337,407,47,0.12928843710292248
d1_t20_ph1321,1,20,20.0,3177.0,0.0716432126916291,386,32,0.12149826880705068
d1_t20_ph1322,1,20,20.0,593.6,0.28917426732135265,407,41,0.13712938005390835
d1_t20_ph1323,1,20,20.0,515.2857142857143,0.44130476171300337,440,43,0.12198502911006376
d1_t20_ph1324,1,20,20.0,428.7142857142857,0.3399765178669429,368,26,0.12262579140286571
d1_t20_ph1325,1,20,20.0,571.6666666666666,0.3299904288963865,467,62,0.13615160349854227
d1_t20_ph1326,1,20,20.0,538.6666666666666,0.3479424731257337,422,31,0.13056930693069307
d1_t20_ph1327,1,20,20.0,518.2,0.2240179323979011,435,53,0.16788884600540332
d1_t20_ph1328,1,20,20.0,1355.3333333333333,0.2406906404452739,551,79,0.13551401869158877
d1_t20_ph1329,1,20,20.0,424.6666666666667,0.23142809141040557,446,34,0.1750392464678179
d1_t20_ph1330,1,20,20.0,548.8333333333334,0.26908206209037827,439,25,0.13331308836926814
d1_t20_ph1331,1,20,20.0,772.25,0.28283078914141274,388,39,0.12560699255422467
d1_t20_ph1332,1,20,20.0,3780.0,0.07125770133593584,419,46,0.11084656084656085
d1_t20_ph1333,1,20,20.0,1117.0,0.18371484270199567,435,24,0.12981199641897942
d1_t20_ph1334,1,20,20.0,432.42857142857144,0.44310557237316167,420,56,0.13875123885034688
d1_t20_ph1335,1,20,20.0,1341.0,0.14730510505632805,564,52,0.1401938851603281
d1_t20_ph1336,1,20,20.0,437.8,0.34489351555827324,281,29,0.12836911831886708
d1_t20_ph1337,1,20,20.0,705.75,0.35656173710598305,344,35,0.12185618136733971
d1_t22_ph1348,1,22,22.0,391.57142857142856,0.3798840765532688,529,63,0.19299525720539948
d1_t22_ph1433,1,22,22.0,681.0,0.19002744315680856,431,74,0.15822320117474303
d1_t22_ph1434,1,22,22.0,828.0,0.2739918461517462,464,53,0.14009661835748793
d1_t22_ph1435,1,22,22.0,617.0,0.27042110668692804,619,57,0.16720691518098324
d1_t22_ph1436,1,22,22.0,513.8,0.16193682647131852,516,73,0.20085636434410276
d1_t22_ph1437,1,22,22.0,480.3333333333333,0.3074623544041822,461,46,0.1599583622484386
d1_t22_ph1438,1,22,22.0,512.6666666666666,0.20586897401325766,553,67,0.17977893368010403
d1_t22_ph1439,1,22,22.0,834.25,0.376707770718279,370,33,0.11087803416242134
d1_t22_ph1440,1,22,22.0,529.6666666666666,0.3076637041207562,418,32,0.131529263687854
d1_t22_ph1441,1,22,22.0,1145.25,0.16067274569365592,707,84,0.1543331150403842
d1_t22_ph1442,1,22,22.0,377.85714285714283,0.35706199590459337,414,49,0.1565217391304348
d1_t22_ph1443,1,22,22.0,667.0,0.3181458538290615,556,67,0.16671664167916042
d1_t22_ph1444,1,22,22.0,411.8,0.3509159336676728,373,59,0.18115590092277806
d1_t22_ph1445,1,22,22.0,438.6666666666667,0.29065187576684653,399,33,0.15159574468085107
d1_t22_ph1446,1,22,22.0,601.8,0.28869987587938756,417,43,0.13858424725822532
d1_t22_ph1447,1,22,22.0,1382.3333333333333,0.441806485476637,438,56,0.10561851941162285
d1_t22_ph1448,1,22,22.0,4361.0,0.042950897482134986,612,103,0.1403347855996331
d1_t22_ph1449,1,22,22.0,462.1666666666667,0.3379596609448734,516,59,0.18608005769924268
d1_t22_ph1450,1,22,22.0,935.0,0.32368546867132947,456,56,0.12192513368983957
d1_t22_ph1451,1,22,22.0,2064.0,0.37765938483889055,438,50,0.10610465116279069
d1_t22_ph1452,1,22,22.0,606.75,0.40808733895333416,272,26,0.11207251751133086
d1_t22_ph1453,1,22,22.0,1417.6666666666667,0.1765046356024356,513,78,0.1206207383023748
d1_t22_ph1454,1,22,22.0,1480.6666666666667,0.44990780615591275,374,51,0.08419630796938316
d1_t22_ph1455,1,22,22.0,648.4,0.3832558986974739,368,49,0.1135101789019124
d1_t22_ph1456,1,22,22.0,791.0,0.32352669857079464,574,58,0.14513274336283186
d1_t22_ph1457,1,22,22.0,814.3333333333334,0.4686762880250222,240,28,0.09823986901350798
d1_t22_ph1458,1,22,22.0,753.75,0.3685316895039095,299,16,0.09917081260364842
d1_t22_ph1459,1,22,22.0,775.25,0.3406251690441393,273,31,0.08803611738148984
d1_t22_ph1460,1,22,22.0,390.3333333333333,0.43275167004885445,438,40,0.1246797608881298
d1_t22_ph1461,1,22,22.0,744.2,0.35304317717860345,400,18,0.10749798441279226
d1_t22_ph1462,1,22,22.0,791.6666666666666,0.5775699016894659,139,8,0.05852631578947368
d1_t22_ph1463,1,22,22.0,632.0,0.45822958935544283,404,37,0.10654008438818566
d1_t22_ph1464,1,22,22.0,616.5,0.24369337976207714,475,43,0.12841308461746417
d1_t22_ph1465,1,22,22.0,614.1666666666666,0.3890795065446974,427,50,0.1158751696065129
d1_t22_ph1466,1,22,22.0,439.0,0.3090722118502109,510,62,0.1659616010413277
d1_t22_ph1467,1,22,22.0,309.1666666666667,0.340114814277308,308,22,0.1660377358490566
d1_t22_ph1468,1,22,22.0,351.7142857142857,0.3406133288400573,357,17,0.14500406173842403
d1_t22_ph1469,1,22,22.0,566.2,0.3415562492913077,427,33,0.15083009537265984
d1_t22_ph1470,1,22,22.0,889.5,0.2832147622240843,469,69,0.13181562675660483
d1_t22_ph1471,1,22,22.0,471.4,0.44243712056639656,300,39,0.12728044123886295
d1_t22_ph1472,1,22,22.0,344.2857142857143,0.43500443338649963,334,23,0.13858921161825727
d1_t22_ph1473,1,22,22.0,2142.0,0.2721576898330482,476,66,0.1111111111111111
d1_t22_ph1474,1,22,22.0,672.6,0.3694978038684536,392,37,0.11656259292298543
d2_t00_ph045,2,0,0.0,1117.5,0.27934348800455444,335,38,0.14988814317673377
d2_t00_ph046,2,0,0.0,2207.0,0.15655963984597027,572,64,0.12958767557770728
d2_t00_ph047,2,0,0.0,562.4285714285714,0.2085837301200256,603,52,0.15316230632461264
d2_t00_ph048,2,0,0.0,3932.0,0.1614073994670669,316,29,0.08036622583926754
d2_t00_ph049,2,0,0.0,1829.5,0.2989046029057846,321,29,0.08772888767422793
d2_t00_ph050,2,0,0.0,859.3333333333334,0.25662955389290437,307,20,0.11908456167571761
d2_t00_ph051,2,0,0.0,4030.0,0.18340045858585252,335,35,0.08312655086848635
d2_t00_ph052,2,0,0.0,3570.0,0.10706788369248489,279,12,0.07815126050420168
d2_t00_ph053,2,0,0.0,1213.0,0.14912034642948188,587,77,0.16130805166254467
d2_t00_ph054,2,0,0.0,731.25,0.2620295308373394,331,60,0.11316239316239317
d2_t00_ph055,2,0,0.0,1905.0,0.12701172720476242,473,79,0.1241469816272966
d2_t00_ph056,2,0,0.0,2097.5,0.27241272629935404,360,34,0.08581644815256258
d2_t00_ph057,2,0,0.0,1146.0,0.2261693916998834,408,42,0.11867364746945899
d2_t00_ph058,2,0,0.0,4160.0,0.09037115977856998,453,57,0.10889423076923077
d2_t00_ph059,2,0,0.0,4122.0,0.06262066595461972,482,33,0.11693352741387676
d2_t00_ph060,2,0,0.0,2188.0,0.31860076905161017,520,47,0.11882998171846434
d2_t00_ph061,2,0,0.0,838.3333333333334,0.4167438774358923,230,19,0.09145129224652088
d2_t00_ph062,2,0,0.0,1191.6666666666667,0.17512555226707063,473,65,0.13230769230769232
d2_t00_ph063,2,0,0.0,1923.5,0.16228098742990238,341,31,0.08864049909020015
d2_t00_ph064,2,0,0.0,1143.0,0.3315113961046754,182,17,0.07961504811898512
d2_t00_ph065,2,0,0.0,998.25,0.3457998053499262,427,36,0.10693713999499123
d2_t00_ph066,2,0,0.0,1039.6666666666667,0.3322281675751649,273,22,0.08752805386341776
d2_t00_ph067,2,0,0.0,1586.0,0.5914308535706522,141,12,0.044451450189155105
d2_t00_ph068,2,0,0.0,784.5,0.3605272864344258,376,39,0.11982154238368388
d2_t00_ph069,2,0,0.0,1798.5,0.23637917596514046,345,73,0.09591326105087573
d2_t00_ph070,2,0,0.0,1923.0,0.2084442953294745,408,74,0.1060842433697348
d2_t00_ph071,2,0,0.0,1660.0,0.1584192533434084,372,62,0.11204819277108434
d2_t00_ph072,2,0,0.0,1272.0,0.34579424019987437,214,14,0.05607966457023061
d2_t00_ph073,2,0,0.0,4288.0,0.13707256805814616,323,26,0.07532649253731344
d2_t02_h203,2,2,2.0,622.0,0.39564030015067375,374,14,0.1202572347266881
d2_t02_ph191,2,2,2.0,3374.0,0.10896918048514688,358,35,0.10610551274451689
d2_t02_ph192,2,2,2.0,768.8,0.4297540485049528,457,48,0.11888657648283038
d2_t02_ph193,2,2,2.0,1177.0,0.3842166980067758,484,30,0.13707165109034267
d2_t02_ph194,2,2,2.0,780.25,0.2587759189562509,397,37,0.12720281960909965
d2_t02_ph195,2,2,2.0,1171.0,0.3512551706708796,187,16,0.0798462852263023
d2_t02_ph196,2,2,2.0,568.0,0.3953073762545662,400,34,0.11737089201877934
d2_t02_ph197,2,2,2.0,554.8,0.31612462734742725,383,40,0.1380677721701514
d2_t02_ph198,2,2,2.0,825.25,0.3435484288746167,424,40,0.12844592547712813
d2_t02_ph199,2,2,2.0,3791.0,0.35353467061993427,268,24,0.07069374835135848
d2_t02_ph200,2,2,2.0,802.0,0.24930767096250758,380,18,0.11845386533665836
d2_t02_ph201,2,2,2.0,474.2,0.2575797653791782,359,14,0.15141290594685786
d2_t02_ph202,2,2,2.0,486.6666666666667,0.29760449806833705,457,28,0.1565068493150685
d2_t02_ph204,2,2,2.0,380.8333333333333,0.3156945496245582,336,32,0.14704595185995623
d2_t02_ph205,2,2,2.0,571.0,0.3342875667632204,318,16,0.11138353765323993
d2_t02_ph206,2,2,2.0,450.14285714285717,0.23059110763707538,519,23,0.16470961599492226
d2_t02_ph207,2,2,2.0,4005.0,0.1841656361299124,288,17,0.07191011235955057
d2_t02_ph208,2,2,2.0,651.6666666666666,0.2492233971653557,215,4,0.10997442455242967
d2_t02_ph209,2,2,2.0,465.4,0.3539468142817327,274,21,0.1177481736140954
d2_t02_ph210,2,2,2.0,3855.0,0.16145549408992774,237,10,0.06147859922178988
d2_t04_ph309,2,4,4.0,1260.3333333333333,0.16138553536917938,538,25,0.1422903993652473
d2_t04_ph310,2,4,4.0,1032.5,0.1917307232438877,342,27,0.16561743341404359
d2_t04_ph311,2,4,4.0,543.0,0.29760583722620176,401,4,0.14769797421731123
d2_t04_ph312,2,4,4.0,351.75,0.2812976895741448,480,34,0.17057569296375266
d2_t04_ph313,2,4,4.0,1222.0,0.26899968784232536,431,42,0.11756683033278778
d2_t04_ph314,2,4,4.0,4166.0,0.09671728755398881,332,18,0.07969275084013443
d2_t04_ph315,2,4,4.0,362.1666666666667,0.3620808066157471,311,18,0.14312011044638748
d2_t04_ph316,2,4,4.0,1276.0,0.1601761191463108,381,42,0.14929467084639497
d2_t04_ph317,2,4,4.0,381.625,0.2688490518454438,441,13,0.1444480838519489
d2_t04_ph318,2,4,4.0,270.42857142857144,0.31824554944067807,305,9,0.16111991547807714
d2_t04_ph319,2,4,4.0,457.6,0.25224082726493097,353,51,0.15428321678321677
d2_t04_ph320,2,4,4.0,4150.0,0.05383893905602995,467,40,0.11253012048192772
d2_t04_ph321,2,4,4.0,267.625,0.4042589163542897,317,18,0.14806165343297525
d2_t04_ph322,2,4,4.0,548.0,0.3496511867537776,386,38,0.14087591240875913
d2_t04_ph323,2,4,4.0,738.5,0.26107700862333433,402,38,0.13608666215301288
d2_t04_ph324,2,4,4.0,447.5,0.21592954514807425,442,24,0.16461824953445064
d2_t04_ph325,2,4,4.0,1143.6666666666667,0.39647901874006347,361,41,0.10521713786068201
d2_t04_ph326,2,4,4.0,1383.0,0.40158999764933334,364,23,0.08773198361050856
d2_t04_ph327,2,4,4.0,366.2,0.36910738723308656,274,26,0.14964500273074824
d2_t04_ph328,2,4,4.0,422.5,0.3559876615719405,227,14,0.13431952662721894
d2_t04_ph329,2,4,4.0,705.6666666666666,0.2328054279238941,305,14,0.14407179971658007
d2_t06_ph405,2,6,6.0,303.8333333333333,0.4056013485440219,272,11,0.1492046077893582
d2_t06_ph406,2,6,6.0,4298.0,0.07077768077255281,456,56,0.10609585853885528
d2_t06_ph407,2,6,6.0,325.1666666666667,0.33249259484519716,291,21,0.14915427985648386
d2_t06_ph408,2,6,6.0,583.4,0.19223253985661376,422,20,0.14466918066506684
d2_t06_ph409,2,6,6.0,507.2,0.2830317362118939,345,21,0.13604100946372238
d2_t06_ph410,2,6,6.0,382.85714285714283,0.45207356423698386,332,27,0.12388059701492538
d2_t06_ph411,2,6,6.0,588.0,0.3548055353288385,276,18,0.11734693877551021
d2_t06_ph412,2,6,6.0,393.42857142857144,0.4072701741698657,411,43,0.14923747276688454
d2_t06_ph413,2,6,6.0,379.0,0.3064112912984836,364,6,0.13720316622691292
d2_t06_ph414,2,6,6.0,411.6,0.24403641781167257,299,30,0.14528668610301262
d2_t06_ph415,2,6,6.0,524.2,0.2577816194587762,395,21,0.15070583746661578
d2_t06_ph416,2,6,6.0,327.0,0.4453479921034613,352,9,0.1345565749235474
d2_t06_ph417,2,6,6.0,353.57142857142856,0.38987804911870855,294,10,0.11878787878787879
d2_t06_ph418,2,6,6.0,393.0,0.3432070076909758,324,14,0.1648854961832061
d2_t06_ph419,2,6,6.0,293.42857142857144,0.3281250426530251,313,22,0.15238558909444985
d2_t06_ph420,2,6,6.0,259.875,0.29387330207066065,370,22,0.17797017797017797
d2_t06_ph421,2,6,6.0,819.3333333333334,0.31557794881391854,286,19,0.11635475996745322
d2_t06_ph422,2,6,6.0,874.0,0.19593142269920996,352,29,0.13424866514111367
d2_t06_ph423,2,6,6.0,437.0,0.22252031325005867,600,31,0.17162471395881007
d2_t06_ph424,2,6,6.0,258.1111111111111,0.3515572062095973,361,27,0.15540249677141627
d2_t06_ph425,2,6,6.0,459.1666666666667,0.2829539708059114,404,38,0.14664246823956442
d2_t06_ph426,2,6,6.0,494.5,0.377993536671714,324,17,0.10920121334681497
d2_t08_ph494,2,8,8.0,373.0,0.2923204548576285,302,24,0.16193029490616623
d2_t08_ph495,2,8,8.0,311.875,0.4222292032063258,335,23,0.1342685370741483
d2_t08_ph496,2,8,8.0,272.875,0.32424816905764287,386,25,0.17682088868529547
d2_t08_ph497,2,8,8.0,274.57142857142856,0.32781162628449717,312,21,0.16233090530697192
d2_t08_ph498,2,8,8.0,398.0,0.2873334073591151,456,9,0.16367552045944006
d2_t08_ph499,2,8,8.0,445.8,0.4038308138838505,275,16,0.12337371018393899
d2_t08_ph500,2,8,8.0,332.7,0.36204247988434984,442,37,0.13285241959723473
d2_t08_ph501,2,8,8.0,459.1666666666667,0.4861117446091805,325,23,0.11796733212341198
d2_t08_ph502,2,8,8.0,414.0,0.31910211226117435,161,3,0.12962962962962962
d2_t08_ph503,2,8,8.0,427.0,0.28070138461309674,366,31,0.14285714285714285
d2_t08_ph504,2,8,8.0,2616.0,0.05556965969624187,348,8,0.13302752293577982
d2_t08_ph505,2,8,8.0,318.0,0.3656695827950084,377,7,0.13172606568832984
d2_t08_ph506,2,8,8.0,266.7142857142857,0.36385564385083996,309,13,0.16550615961435458
d2_t08_ph507,2,8,8.0,411.5,0.23324921942960666,419,10,0.1697043337383556
d2_t08_ph508,2,8,8.0,449.0,0.37474584021190926,315,12,0.1403118040089087
d2_t08_ph509,2,8,8.0,550.5,0.23738020849859962,384,10,0.17438692098092642
d2_t08_ph510,2,8,8.0,637.5,0.1601165718990027,385,12,0.15098039215686274
d2_t08_ph511,2,8,8.0,366.14285714285717,0.45578976576364305,279,12,0.10885680842762388
d2_t08_ph512,2,8,8.0,317.0,0.3290539294805806,275,13,0.14458464773922186
d2_t08_ph513,2,8,8.0,431.2857142857143,0.26919354785379157,487,14,0.16131169261344816
d2_t08_ph514,2,8,8.0,422.7142857142857,0.3636907487399535,346,11,0.11693139574180467
d2_t08_ph515,2,8,8.0,476.0,0.46094538403016544,281,17,0.1180672268907563
d2_t08_ph516,2,8,8.0,447.8333333333333,0.38370669510108296,327,35,0.12169705991812431
d2_t08_ph517,2,8,8.0,1448.6666666666667,0.19268883195763106,593,46,0.13644730786930512
d2_t08_ph518,2,8,8.0,968.5,0.4435277299675475,394,28,0.10170366546205473
d2_t08_ph519,2,8,8.0,423.2,0.2680921400389547,264,11,0.12476370510396975
d2_t08_ph520,2,8,8.0,269.22222222222223,0.3060248903554493,483,18,0.199339661576558
d2_t08_ph521,2,8,8.0,328.0,0.46594307188386846,296,27,0.1289198606271777
d2_t08_ph522,2,8,8.0,1261.0,0.17683046957305903,437,23,0.11551678561987841
d2_t08_ph523,2,8,8.0,566.4285714285714,0.17566978895816596,665,29,0.1677175283732661
d2_t08_ph524,2,8,8.0,1061.75,0.42993590315356195,415,23,0.09771603484812809
d2_t08_ph525,2,8,8.0,935.25,0.411840696597053,394,25,0.10531943330660251
d2_t08_ph526,2,8,8.0,375.0,0.38615255771460266,407,31,0.15504761904761905
d2_t08_ph527,2,8,8.0,244.1,0.30888380382016883,454,12,0.18598934862761163
d2_t08_ph528,2,8,8.0,308.0,0.29663578025644854,464,26,0.1673881673881674
d2_t08_ph529,2,8,8.0,437.0,0.32833388522918316,186,3,0.14187643020594964
d2_t08_ph530,2,8,8.0,309.75,0.26664561082257704,429,21,0.17312348668280872
d2_t08_ph531,2,8,8.0,518.75,0.25927270505733907,286,12,0.13783132530120482
d2_t08_ph532,2,8,8.0,1104.0,0.2242416756173721,439,45,0.13254830917874397
d2_t08_ph533,2,8,8.0,1334.0,0.2850163396636811,452,11,0.11294352823588207
d2_t08_ph534,2,8,8.0,1077.5,0.3359402144531327,429,16,0.09953596287703016
d2_t08_ph535,2,8,8.0,1743.5,0.14471481111665552,339,13,0.09721823917407514
d2_t08_ph536,2,8,8.0,1434.5,0.21536811824054308,341,33,0.11885674451028233
d2_t08_ph537,2,8,8.0,630.4,0.3415357944612147,475,26,0.1506979695431472
d2_t08_ph538,2,8,8.0,272.3333333333333,0.2700790182652386,438,20,0.17870257037943696
d2_t08_ph539,2,8,8.0,257.125,0.3199076464727162,384,26,0.18667963052989792
d2_t08_ph540,2,8,8.0,264.1,0.3767449843212845,434,21,0.1643316925407043
d2_t08_ph541,2,8,8.0,496.75,0.25028680091975375,275,13,0.13839959738298943
d2_t08_ph542,2,8,8.0,269.42857142857144,0.3368868243674566,327,18,0.17338282078472958
